month,place,ïΩãœ,ïWèÄïŒç∑,2020îN,ïΩãœÇ©ÇÁÇÃí¥âﬂ,ïWèÄïŒç∑Ç∆ÇÃî‰,í¥âﬂ,95%ãÊä‘è„å¿
1,ä›òaìcés,180.47368421052633,26.77762005243398,209.0,28.52631578947367,1.0653043748329956,-25.028924315394306,234.0289243153943
2,ä›òaìcés,154.78947368421052,27.097722223604002,181.0,26.21052631578948,0.9672593917491075,-27.98491813141851,208.9849181314185
3,ä›òaìcés,162.94736842105263,22.079335950689092,181.0,18.05263157894737,0.8176256577310673,-26.10604032243083,207.10604032243083
4,ä›òaìcés,142.42105263157896,19.25073098027329,210.0,67.57894736842104,3.5104613657357167,29.077485407874462,180.92251459212554
5,ä›òaìcés,142.42105263157896,23.67210216800848,152.0,9.57894736842104,0.40465131911125546,-37.76525696759592,189.76525696759592
6,ä›òaìcés,130.52631578947367,18.602175562888192,162.0,31.47368421052633,1.6919356611877763,-5.730666915250055,167.73066691525005
7,ä›òaìcés,135.26315789473685,23.598121641970568,177.0,41.73684210526315,1.7686510281831864,-5.459401178677979,182.45940117867798
8,ä›òaìcés,142.47368421052633,23.464792588643743,,,,,189.40326938781382
9,ä›òaìcés,134.89473684210526,24.89956433541694,,,,,184.69386551293914
10,ä›òaìcés,144.47368421052633,23.469527337598695,,,,,191.4127388857237
11,ä›òaìcés,152.89473684210526,24.319390381710058,,,,,201.5335176055254
12,ä›òaìcés,158.47368421052633,22.843351624713314,,,,,204.16038745995297
